score,title,company,location,countries,posted,url,source,department,contract_type,matched,first_seen,flags
43,PMC Specialist Static & Packages Engineer,Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-07-17,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/30988,wood,,,"United Arab Emirates, engineer",2026-08-21 07:51:25,
43,PMC Senior Construction Manager - Brownfield,Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-07-17,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/30994,wood,,,"United Arab Emirates, manager",2026-08-21 07:51:25,
43,PMC Junior Engineer – All Disciplines (UAE National only),Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-07-17,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/31017,wood,,,"United Arab Emirates, engineer",2026-08-21 07:51:25,
43,IOF Infrastructure Lead (Intelligent Oil Field)- onsite,KBR,"Basra, Iraq",Iraq,2026-07-17,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Basra-Al-Barah-Iraq/IOF-Infrastructure-Lead--Intelligent-Oil-Field---onsite_R2126723-1/apply,kbr,Operations Support Group,Full time,"Iraq, operations",2026-08-21 09:42:17,
43,Contract Engineer,Eni,"Muscat, Oman",Oman,2026-07-16,https://fa-evkm-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1004/job/33730,eni,,,"Oman, engineer",2026-08-21 07:51:03,
43,PMC Specialist Rotating Engineer,Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-07-16,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/30987,wood,,,"United Arab Emirates, engineer",2026-08-21 07:51:25,
43,PMC Manager - Construction & Installation,Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-07-16,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/30991,wood,,,"United Arab Emirates, manager",2026-08-21 07:51:25,
43,Nigerian Content Deputy Manager,Eni,"Abuja, Nigeria",Nigeria,2026-07-15,https://fa-evkm-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1004/job/33699,eni,,,"Nigeria, manager",2026-08-21 07:51:03,
43,Corporate Audit & Assurance Manager,Eni,"Abuja, Nigeria",Nigeria,2026-07-15,https://fa-evkm-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1004/job/33703,eni,,,"Nigeria, manager",2026-08-21 07:51:03,
43,PMC Civil Engineering Specialist,Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-07-15,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/30928,wood,,,"United Arab Emirates, civil",2026-08-21 07:51:25,
43,Senior Planning Engineer,Wood,"Al-Khobar, Saudi Arabia",Saudi Arabia,2026-07-14,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/30926,wood,,,"Saudi Arabia, engineer",2026-08-21 07:51:25,
43,Cost Engineer,Wood,Saudi Arabia,Saudi Arabia,2026-07-13,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/29133,wood,,,"Saudi Arabia, engineer",2026-08-21 07:51:25,
43,Business Development Manager,Wood,Saudi Arabia,Saudi Arabia,2026-07-13,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/30395,wood,,,"Saudi Arabia, manager",2026-08-21 07:51:25,
43,Procurement Advisor,KBR,"Yanbu Al-Sinaiyah, Saudi Arabia",Saudi Arabia,2026-07-13,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Yanbu-Al-Sinaiyah-Saudi-Arabia/Procurement-Advisor_R2126471/apply,kbr,Operations Support Group,Full time,"Saudi Arabia, procurement",2026-08-21 09:42:17,
43,PMC Lead Rotating Engineer,Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-07-10,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/30818,wood,,,"United Arab Emirates, engineer",2026-08-21 07:51:25,
43,PMC Specialist HVAC Engineer,Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-07-10,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/30786,wood,,,"United Arab Emirates, engineer",2026-08-21 07:51:25,
43,PMC Lead Static Engineer,Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-07-10,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/30817,wood,,,"United Arab Emirates, engineer",2026-08-21 07:51:25,
43,Lead Process Automation Systems Engineer,Wood,"Basra, Iraq",Iraq,2026-07-02,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/28575,wood,,,"Iraq, engineer",2026-08-21 12:31:30,
43,Control Systems Engineer,Wood,"Basra, Iraq",Iraq,2026-07-02,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/28576,wood,,,"Iraq, engineer",2026-08-21 12:31:30,
43,Network Engineer,Wood,"Basra, Iraq",Iraq,2026-07-02,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/28579,wood,,,"Iraq, engineer",2026-08-21 12:31:30,
43,HMI Engineer,Wood,"Basra, Iraq",Iraq,2026-07-02,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/28614,wood,,,"Iraq, engineer",2026-08-21 12:31:30,
43,PMC Senior Punch List Engineer,Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-07-01,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/30565,wood,,,"United Arab Emirates, engineer",2026-08-21 07:51:25,
43,Chief Systems Engineer,KBR,"Saint Louis, Missouri, United States of America",Senegal,2026-07-01,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Saint-Louis/Chief-Systems-Engineer_R2123566/apply,kbr,"Engineering, Technology, & Science",Full time,"Senegal, engineer",2026-08-21 09:42:17,
43,PMC Engineering Manager,Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-06-29,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/30465,wood,,,"United Arab Emirates, manager",2026-08-21 07:51:25,
43,PMC Lead Installation Engineer,Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-06-29,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/30477,wood,,,"United Arab Emirates, engineer",2026-08-21 07:51:25,
43,PMC Lead Construction Engineer,Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-06-29,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/30508,wood,,,"United Arab Emirates, engineer",2026-08-21 07:51:25,
43,PMC Specialist Construction Engineer,Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-06-29,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/30509,wood,,,"United Arab Emirates, engineer",2026-08-21 07:51:25,
43,Senior Construction Manager,Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-06-25,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/30307,wood,,,"United Arab Emirates, manager",2026-08-21 07:51:25,
43,PMC Engineering Manager - Site (Ruwais),Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-06-25,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/30439,wood,,,"United Arab Emirates, manager",2026-08-21 07:51:25,
43,Receptionist,KBR,"Ad Dawhah, Ad Dawhah, Qatar",Qatar,2026-06-24,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Ad-Dawhah-Qatar/Receptionist_R2125543/apply,kbr,"Engineering, Technology, & Science",Full time,"Qatar, operations",2026-08-21 09:42:17,
43,CANTEEN COORDINATOR - 4 POSITIONS,KBR,"Ad Dawhah, Ad Dawhah, Qatar",Qatar,2026-06-24,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Ad-Dawhah-Qatar/CANTEEN-COORDINATOR---4-POSITIONS_R2125539/apply,kbr,"Engineering, Technology, & Science",Full time,"Qatar, operations",2026-08-21 09:42:17,
43,Lead Procurement,Wood,Saudi Arabia,Saudi Arabia,2026-06-23,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/30220,wood,,,"Saudi Arabia, procurement",2026-08-21 07:51:25,
43,Study Manager,Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-06-22,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/30262,wood,,,"United Arab Emirates, manager",2026-08-21 07:51:25,
43,Senior Control and Automation Engineer,Wood,"Muscat, Oman",Oman,2026-06-21,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/30146,wood,,,"Oman, engineer",2026-08-21 07:51:25,
43,Telecom Engineer,Wood,"Muscat, Oman",Oman,2026-06-17,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/30139,wood,,,"Oman, engineer",2026-08-21 07:51:25,
43,Applications Engineer,Wood,"Basra, Iraq",Iraq,2026-06-09,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/28615,wood,,,"Iraq, engineer",2026-08-21 12:31:30,
43,Reservoir Engineer,Eni,"Abidjan, Cote d'Ivoire",Ivory Coast,2026-06-08,https://fa-evkm-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1004/job/33536,eni,,,"Ivory Coast, engineer",2026-08-21 07:51:03,
43,Air Force Contract Augmentation Program- Overseas Opportunities- Upload Resume,KBR,"Al-Kharj, Riyadh, Saudi Arabia",Saudi Arabia,2026-06-08,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Al-Kharj-Saudi-Arabia/Air-Force-Contract-Augmentation-Program--Overseas-Opportunities--Upload-Resume_R2124796/apply,kbr,Construction Services,Full time,"Saudi Arabia, operations",2026-08-21 09:42:17,
42,Head of Performance & Reporting,TrueNorth Africa,,Uganda,,https://truenorthafrica.com/job/head-of-performance-reporting/,truenorth,,,"Uganda, project",2026-08-21 13:12:21,
42,Head of Digital & Data,TrueNorth Africa,,Uganda,,https://truenorthafrica.com/job/head-of-digital-data/,truenorth,,,"Uganda, project",2026-08-21 13:12:21,
42,PROJECT ADMINISTRATOR,Q-Sourcing Servtec,"Nairobi, Kenya",Kenya,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000011296075/PROJECT-ADMINISTRATOR,qsourcing,,Full time,"Kenya, project",2026-08-21 09:38:28,
42,PROJECT ADMINISTRATOR-CHINESE SPEAKING,Q-Sourcing Servtec,"Nairobi, Kenya",Kenya,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000006112283/PROJECT-ADMINISTRATOR-CHINESE-SPEAKING,qsourcing,,Full time,"Kenya, project",2026-08-21 09:38:28,
42,Surface Quality Surveillance Leader,TrueNorth Africa,,Uganda,,https://truenorthafrica.com/job/surface-quality-surveillance-leader/,truenorth,,,"Uganda, project",2026-08-21 07:53:19,
42,Technical Assistant,TrueNorth Africa,,Uganda,,https://truenorthafrica.com/job/technical-assistant/,truenorth,,,"Uganda, project",2026-08-21 07:53:19,
42,Cost Controller EI-Ops,TrueNorth Africa,,Uganda,,https://truenorthafrica.com/job/cost-controller-ei-ops/,truenorth,,,"Uganda, project",2026-08-21 07:53:19,
42,Shared Services Coordinator,TrueNorth Africa,,Uganda,,https://truenorthafrica.com/job/shared-services-coordinator/,truenorth,,,"Uganda, project",2026-08-21 07:53:19,
42,Training & Development Coordinator,TrueNorth Africa,,Uganda,,https://truenorthafrica.com/job/training-development-coordinator/,truenorth,,,"Uganda, project",2026-08-21 07:53:19,
42,Biodiversity Netgain Coordinator- Rangelands,TrueNorth Africa,,Uganda,,https://truenorthafrica.com/job/biodiversity-netgain-coordinator-rangelands/,truenorth,,,"Uganda, project",2026-08-21 07:53:19,
42,Social Compliance Officer,TrueNorth Africa,,Uganda,,https://truenorthafrica.com/job/social-compliance-officer/,truenorth,,,"Uganda, project",2026-08-21 07:53:19,
42,Project Coordinator,TrueNorth Africa,,Uganda,,https://truenorthafrica.com/job/project-coordinator/,truenorth,,,"Uganda, project",2026-08-21 07:53:19,
42,Onshore C&P Quantity Surveyor,Aldelia,Mozambique,Mozambique,,https://app.beehire.com/invite/15ryexdM6,aldelia,,fixedTerm,"Mozambique, project",2026-08-21 05:20:38,
42,Construction Supervisor (Mech),Kintec Global,Middle East,,2026-08-19,https://www.kintecglobal.com/job/construction-supervisor-mech/,kintec,,,"GCC, mechanical, electrical, supervisor",2026-08-21 08:57:56,
42,Security Coordinator (CSSP),NES Fircroft,Iraq Basra,Iraq,2026-07-31,https://www.nesfircroft.com/job/security-coordinator-cssp/,nesfircroft,Oil & Gas,Contract,"Iraq, project",2026-08-22 05:07:12,
42,Project Director,Wood,"Dubai, United Arab Emirates",United Arab Emirates,2026-07-28,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/31228,wood,,,"United Arab Emirates, project",2026-08-21 07:51:25,
42,Head of Project Controls - MEAC,Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-07-24,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/31172,wood,,,"United Arab Emirates, project",2026-08-21 07:51:25,
42,PMC Project Controls Lead,Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-07-17,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/30972,wood,,,"United Arab Emirates, project",2026-08-21 07:51:25,
42,PMC Project Admin Assistant (UAE National),Wood,"Abu Dhabi, United Arab Emirates",United Arab Emirates,2026-06-29,https://ehif.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/30469,wood,,,"United Arab Emirates, project",2026-08-21 07:51:25,
42,Recruiter - Saudi National,KBR,"Al Khobar, Saudi Arabia",Saudi Arabia,2026-06-23,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Al-Khobar-Saudi-Arabia/Recruiter---Saudi-National_R2123044/apply,kbr,Support Services,Full time,"Saudi Arabia, project",2026-08-21 09:42:17,
40,QSSR-SENIOR NETWORK ADMINISTRATOR,Q-Sourcing Servtec,"Kigali, Rwanda",Rwanda,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000020340257/QSSR-SENIOR-NETWORK-ADMINISTRATOR,qsourcing,,Full time,Rwanda,2026-08-21 13:09:56,
40,QSSU-IAICL-AO-ACCOUNTS OFFICER,Q-Sourcing Servtec,"Kampala, Uganda",Uganda,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000020319024/QSSU-IAICL-AO-ACCOUNTS-OFFICER,qsourcing,,Full time,Uganda,2026-08-21 13:09:56,
40,QSSR-ACCOUNTANT,Q-Sourcing Servtec,"Kigali, Rwanda",Rwanda,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000020340229/QSSR-ACCOUNTANT,qsourcing,,Full time,Rwanda,2026-08-21 13:09:56,
40,QSSR-INVESTMENT ANALYST,Q-Sourcing Servtec,"Kigali, Rwanda",Rwanda,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000020340214/QSSR-INVESTMENT-ANALYST,qsourcing,,Full time,Rwanda,2026-08-21 13:09:56,
40,QSSR-QUANTITY SURVEYOR,Q-Sourcing Servtec,"Kigali, Rwanda",Rwanda,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000020328117/QSSR-QUANTITY-SURVEYOR,qsourcing,,Full time,Rwanda,2026-08-21 13:09:56,
40,QSSR-FINANCE ANALYST,Q-Sourcing Servtec,"Kigali, Rwanda",Rwanda,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000020340045/QSSR-FINANCE-ANALYST,qsourcing,,Full time,Rwanda,2026-08-21 13:09:56,
40,QSSU-TOTAL-HPR-HEAD OF PERFOMANCE AND REPORTING,Q-Sourcing Servtec,"kampala, Uganda",Uganda,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000020337158/QSSU-TOTAL-HPR-HEAD-OF-PERFOMANCE-AND-REPORTING,qsourcing,,Full time,Uganda,2026-08-21 13:09:56,
40,QSSR-CONSTRUCTION ANALYST,Q-Sourcing Servtec,"Kigali, Rwanda",Rwanda,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000020340029/QSSR-CONSTRUCTION-ANALYST,qsourcing,,Full time,Rwanda,2026-08-21 13:09:56,
40,Chargé(e) Qualité,TotalEnergies,"SOUSSE, Tunisia",Tunisia,,https://jobs.totalenergies.com/en_US/careers/JobDetail/Charg-e-Qualit/83495,totalenergies,,,Tunisia,2026-08-21 13:08:20,
40,"Assistant II - Subcontracts in Abu Dhabi, United Arab Emirates",Petrofac,,United Arab Emirates,,https://petrofac.referrals.selectminds.com/jobs/assistant-ii-subcontracts-12193,petrofac,,,United Arab Emirates,2026-08-21 12:40:17,
40,"Material Controller I - Material Management in Abu Dhabi, United Arab Emirates",Petrofac,,United Arab Emirates,,https://petrofac.referrals.selectminds.com/jobs/material-controller-i-material-management-12191,petrofac,,,United Arab Emirates,2026-08-21 12:40:17,
40,"Quantity Surveyor I in Abu Dhabi, United Arab Emirates",Petrofac,,United Arab Emirates,,https://petrofac.referrals.selectminds.com/jobs/quantity-surveyor-i-12105,petrofac,,,United Arab Emirates,2026-08-21 12:40:17,
40,"Advisor I - HSSE in Abu Dhabi, United Arab Emirates",Petrofac,,United Arab Emirates,,https://petrofac.referrals.selectminds.com/jobs/advisor-i-hsse-12119,petrofac,,,United Arab Emirates,2026-08-21 12:40:17,
40,QSSU-TOTAL-HDD-HEAD OF DIGITAL & DATA,Q-Sourcing Servtec,"Kampala, Uganda",Uganda,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000020337109/QSSU-TOTAL-HDD-HEAD-OF-DIGITAL-DATA,qsourcing,,Full time,Uganda,2026-08-21 09:38:28,
40,QSSK- MACHINE OPERATOR- INK & CHEMICALS DEPARTMENT,Q-Sourcing Servtec,"Nairobi, Kenya",Kenya,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000020319001/QSSK-MACHINE-OPERATOR-INK-CHEMICALS-DEPARTMENT,qsourcing,,Full time,Kenya,2026-08-21 09:38:28,
40,QSTL – FINANCE AND ADMINISTRATION OFFICER,Q-Sourcing Servtec,"Dar es Salaam, Tanzania",Tanzania,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000020273077/QSTL-FINANCE-AND-ADMINISTRATION-OFFICER,qsourcing,,Full time,Tanzania,2026-08-21 09:38:28,
40,QSSU-LPD-HRA-HR ASSOCIATE,Q-Sourcing Servtec,"Kampala, Uganda",Uganda,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000020263017/QSSU-LPD-HRA-HR-ASSOCIATE,qsourcing,,Full time,Uganda,2026-08-21 09:38:28,
40,QSTL – FLEET DRIVER,Q-Sourcing Servtec,"Dar es Salaam, Tanzania",Tanzania,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000020273012/QSTL-FLEET-DRIVER,qsourcing,,Full time,Tanzania,2026-08-21 09:38:28,
40,QSSU-SCU-ETL-ENGINEERING TEAM LEAD,Q-Sourcing Servtec,"Kampala, Uganda",Uganda,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000020253055/QSSU-SCU-ETL-ENGINEERING-TEAM-LEAD,qsourcing,,Full time,Uganda,2026-08-21 09:38:28,
40,QSSU- CC-COST CONTROLLER,Q-Sourcing Servtec,"KAMPALA, Uganda",Uganda,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000020188030/QSSU-CC-COST-CONTROLLER,qsourcing,,Full time,Uganda,2026-08-21 09:38:28,
40,QSSU-TA-TECHNICAL ASSISTANT,Q-Sourcing Servtec,"Kampala, Uganda",Uganda,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000020057226/QSSU-TA-TECHNICAL-ASSISTANT,qsourcing,,Full time,Uganda,2026-08-21 09:38:28,
40,QSSU-SQSL-SURFACE QUALITY SURVEILLANCE LEADER,Q-Sourcing Servtec,"KAMPALA, Uganda",Uganda,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000020057181/QSSU-SQSL-SURFACE-QUALITY-SURVEILLANCE-LEADER,qsourcing,,Full time,Uganda,2026-08-21 09:38:28,
40,QSSK-IT COORDINATOR,Q-Sourcing Servtec,"Nairobi, Kenya",Kenya,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000020031029/QSSK-IT-COORDINATOR,qsourcing,,Full time,Kenya,2026-08-21 09:38:28,
40,QSSU-SINOPEC- CC-CALIBRATION COORDINATOR,Q-Sourcing Servtec,"kampala, Uganda",Uganda,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000020000001/QSSU-SINOPEC-CC-CALIBRATION-COORDINATOR,qsourcing,,Full time,Uganda,2026-08-21 09:38:28,
40,QSSU - CFAO -PMA - Pricing & Market Analyst,Q-Sourcing Servtec,"Kampala, Uganda",Uganda,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000019722667/QSSU-CFAO-PMA-Pricing-Market-Analyst,qsourcing,,Full time,Uganda,2026-08-21 09:38:28,
40,Sales Growth Officer,Q-Sourcing Servtec,"Juba South Sudan, South Sudan","South Sudan, Sudan",,https://qsourcing.zohorecruit.com/jobs/Careers/735362000019720570/Sales-Growth-Officer,qsourcing,,Full time,"South Sudan, Sudan",2026-08-21 09:38:28,
40,QSSK-IT & ZOHO SYSTEMS ADMINISTRATOR,Q-Sourcing Servtec,"Nairobi, Kenya",Kenya,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000019636161/QSSK-IT-ZOHO-SYSTEMS-ADMINISTRATOR,qsourcing,,Full time,Kenya,2026-08-21 09:38:28,
40,QSSK-PC-PORT CLERK,Q-Sourcing Servtec,"Mombasa, Kenya",Kenya,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000019561892/QSSK-PC-PORT-CLERK,qsourcing,,Full time,Kenya,2026-08-21 09:38:28,
40,QSSK-MMA-MARKET MERCHANT ACTIVATOR,Q-Sourcing Servtec,"Nairobi, Kenya",Kenya,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000019450613/QSSK-MMA-MARKET-MERCHANT-ACTIVATOR,qsourcing,,Full time,Kenya,2026-08-21 09:38:28,
40,QSSK-CSA-CUSTOMER SERVICE AGENT,Q-Sourcing Servtec,"Nairobi, Kenya",Kenya,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000019386111/QSSK-CSA-CUSTOMER-SERVICE-AGENT,qsourcing,,Full time,Kenya,2026-08-21 09:38:28,
40,QSSU-HEAD OFFICE - ACCOUNTS RECEIVABLE ACCOUNTANT (PART-TIME),Q-Sourcing Servtec,"Kampala, Uganda",Uganda,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000018878566/QSSU-HEAD-OFFICE-ACCOUNTS-RECEIVABLE-ACCOUNTANT-PART-TIME,qsourcing,,Full time,Uganda,2026-08-21 09:38:28,
40,GENERAL WORKER - NYERI,Q-Sourcing Servtec,"NYERI, Kenya",Kenya,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000018061862/GENERAL-WORKER-NYERI,qsourcing,,Contract,Kenya,2026-08-21 09:38:28,
40,QSSU-AU-DIRECT SALES EXECUTIVE,Q-Sourcing Servtec,"Kampala, Uganda",Uganda,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000017835360/QSSU-AU-DIRECT-SALES-EXECUTIVE,qsourcing,,Full time,Uganda,2026-08-21 09:38:28,
40,QSSU-TOTAL-SCO-SOCIAL COMPLIANCE OFFICER,Q-Sourcing Servtec,"Kampala, Uganda",Uganda,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000017687411/QSSU-TOTAL-SCO-SOCIAL-COMPLIANCE-OFFICER,qsourcing,,Full time,Uganda,2026-08-21 09:38:28,
40,QSSU-DL-CCA-CUSTOMER CARE AGENT,Q-Sourcing Servtec,"Kampala, Uganda",Uganda,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000016975017/QSSU-DL-CCA-CUSTOMER-CARE-AGENT,qsourcing,,Full time,Uganda,2026-08-21 09:38:28,
40,QSSU-DL-KQA- KYC & QUALITY ANALYST,Q-Sourcing Servtec,"Kampala, Uganda",Uganda,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000016952408/QSSU-DL-KQA-KYC-QUALITY-ANALYST,qsourcing,,Full time,Uganda,2026-08-21 09:38:28,
40,HEAD OF SALES,Q-Sourcing Servtec,"Nairobi, Kenya",Kenya,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000016872445/HEAD-OF-SALES,qsourcing,,Full time,Kenya,2026-08-21 09:38:28,
40,SALES EXECUTIVE,Q-Sourcing Servtec,"Nairobi, Kenya",Kenya,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000002992047/SALES-EXECUTIVE,qsourcing,,Full time,Kenya,2026-08-21 09:38:28,
40,QSSU-OMI-PDA-PERFORMANCE DATA ANALYST GMT,Q-Sourcing Servtec,"Uganda > Kampala District, Uganda",Uganda,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000015149140/QSSU-OMI-PDA-PERFORMANCE-DATA-ANALYST-GMT,qsourcing,,Full time,Uganda,2026-08-21 09:38:28,
40,QSSU-IH-PT-PHYSIOTHERAPIST,Q-Sourcing Servtec,"Kampala, Uganda",Uganda,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000015047215/QSSU-IH-PT-PHYSIOTHERAPIST,qsourcing,,Full time,Uganda,2026-08-21 09:38:28,
40,QSTL-EACOP – SENIOR H&S LEAD,Q-Sourcing Servtec,"Dar es salaam, Tanzania",Tanzania,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000014297882/QSTL-EACOP-SENIOR-H-S-LEAD,qsourcing,,Full time,Tanzania,2026-08-21 09:38:28,
40,STATIONARY CONCRETE PUMP OPERATOR,Q-Sourcing Servtec,"Nairobi Area, Kenya",Kenya,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000013937354/STATIONARY-CONCRETE-PUMP-OPERATOR,qsourcing,,Full time,Kenya,2026-08-21 09:38:28,
40,CUSTOMER MARKETING OFFICER-AGRICULTURE,Q-Sourcing Servtec,"Nairobi, Kenya",Kenya,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000013831029/CUSTOMER-MARKETING-OFFICER-AGRICULTURE,qsourcing,,Full time,Kenya,2026-08-21 09:38:28,
40,COMPLIANCE AND STANDARDS SPECIALIST,Q-Sourcing Servtec,"Nairobi, Kenya",Kenya,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000013706678/COMPLIANCE-AND-STANDARDS-SPECIALIST,qsourcing,,Full time,Kenya,2026-08-21 09:38:28,
40,PROCESS COMPLIANCE AUDITOR,Q-Sourcing Servtec,"Nairobi, Kenya",Kenya,,https://qsourcing.zohorecruit.com/jobs/Careers/735362000013706645/PROCESS-COMPLIANCE-AUDITOR,qsourcing,,Full time,Kenya,2026-08-21 09:38:28,
